,Content,Label
10,"So, I got a tattoo to match one that Robert had: I went at 50 Sunday night. The tattoo artist bill was cool. He obviously wanted to make more changes to the design, but once I explained why I wanted it, he was cool with keeping it as close as possible. He took about a half an hour to ""tighten it up"". I got mine on my back instead of the arm, because I wanted Joker to have my back as always. Here is the stencil: Here he is getting started: It wasn't as bad as I thought it would be, less than a bad zit, but it does accumulate on you. It was pretty bad here, since I had just passed out. I had to take a bit to collect myself before we could go again.",Unfulfilled
11,"I swear to god she's the only person I can do that with. I laid there thinking about how unenjoyable the stars were because she wasn't there next to me looking at them. I love her so much. She's my light. I laid there whistling the tune that had been stuck in my head, making me think about her and I was sad that she wasn't there hearing me whistle the tune to her. I wanted to hold her in my arms, laying on the back of that car, leaning against the back window and staring into the night sky, hoping that somewhere else underneath is she's sleeping peacefully and somehow in some way I know that part of me is there with her protecting her and loving her always. I love her.",Unfulfilled
12,"Okay, let's give this whole getting-back-into-Second-Life thing another shot, shall we? I really did mean it when I said in my last post that I wanted to reconnect with SL, it's just that RL has decided to interfere even more than it typically does. My family had planned a weekend trip down south to see my extended family for the first time in over a year; while there, my grandmother passed away, and we decided to stay for the funeral. So, needless to say, I've been gone longer than expected, and haven't been around SL. But I'm back, starting now. Last night I spent a few hours reconnecting with Lanna in-world, which ranked right up there next to ""sleeping in my own bed"" on the list of things I was looking forward to doing when I returned home. Over the next few days, I will try slip back into my SL groove, spend some time thinking about where to take the blog, and recommitting myself to becoming part of the resident community again.",Fulfilled
13,"Having decided getting sand in the face the day before was just not enough, I still had that obscure idea to go to the beach after all it is August! So on Sunday on one of those typical weather seaside (grey, windy and cold) Simonsatori took me to Hunstanton in Norfolk. First we stopped at the lavender centre, after all I am from the lavender County and I wanted to check the UK version... no proper lavender oil but some beetroot wine and cute frogs to purchase. Hunstanton has the biggest joke shop in Britain and so many tempting tacky Halloween stuffs... we were in there for a while. Finally we made it to the beach but being in the wash... the sea was miles and miles away... Blue sky and hot water... But did we go in? See photos",Fulfilled
14,"Sibley Volcanic Park: View from visitors Center, oil on panel, 12x9 Ok, it wasn't really in the dark, but I was in deep shade and could barely tell what colors I was mixing. Yesterday I went to an outdoor even in the blinding sun and 105 degree heat and came home with a migraine. I really wanted to paint with my plein air group today, but just couldn't take another day in the sun so I set up in the shade of the visitor center at Sibley Volcanic regional Park in Oakland where we were to meet at 2:00 for our group critique. Bicyclists and hikers stopped by all afternoon to eat lunch in the shade, get water, or use the restrooms. Two hardcore women cyclists spent their entire lunch discussing in great detail their recent fruit purchases. Another woman cyclist in full cycling gear told her cycling buddy that her ex-husband married her ex-best friend. So she started dating that woman's ex-husband. But when her ex-husband and ex-best friend divorced, she and former best friend fell in love and recently got married thanks to California's same sex marriage law.",Unfulfilled
15,"So I've been planning an outing for clients this past week, scheduled for today. We went to Mr. Greek for lunch after morning program. Last night I had this dream that we were out for lunch and the menu at the place had changed (or I was in the wrong place) and they had nothing but chicken on the menu (one of my clients [my favourite one, if you must know] doesn't eat chicken) and the service was terrible and some people got their food at some point, but the rest of us hadn't even gotten our orders taken and it was 1:15 and the bus was coming at 10 and it was a big disaster. Needless to say, none of that actually happened I had no last minute cancellations of clients or people kicking up a stink because they wanted to go on the trip and couldn't, the bus was on time, we got loaded up in record time because I started bugging people to go to the bathroom 15 minutes early, we got there and our table was ready, I proposed my food idea (since the portions are rather large and seniors don't eat much, I decided we'd order a bunch of chicken souvlaki and some pork souvlaki which came with Greek salad and I chose potatoes as the side and then we just divvied them up among us) and everyone agreed and it all went well and everyone enjoyed it. My other worry was the bill because not knowing exactly what people would want, I wasn't sure how much it would come to and I did some worst case scenario planning in my head beforehand so I'd have some idea of what we'd end up charging the clients. It's okay if it's expensive... it's just that we do an activity fee on their bill that is the amount they need to pay for any outings. Generally we like to keep it to $10 or less, and I was worried that if it ended up being more than that (since we also have to pay the transportation to get there) I would get complaints. But with my food plan, including an extra salad and tea and coffee for some people, the total was just under $90 (before tip but after tax).",Fulfilled
16,"He had his pride though, always making sure we never heard of what he did or who he dealt with. He went from job to job, always stealing always troublesome but still keeping that pride and still keeping his demenor little did I know at the time however, that he was ""dealing hard"" and ""was on some other shit"" as gansters would say. On day, my father died of what was at the time, a heart attack caused from too many sleepting pills because of an accident but as I grew up, I was told that my father was actually on a drug run for a quick 800 dollars because he again spent the rent money on beer... where he died in a resturant with crack laced on his lips. The police never seen anything that killed him but since he was a colored person, they probabl didnt care. He was a nobody and I didnt know he was like that. I felt so betrayed because of it and wanted to just quit it and leave the house. Another trial was the fact that a dispute happend between my sister and her teacher. Her teacher slightly nudged her in her bottom with his foot and my step-father went ahead and sent a email to the princapal of the school.",Unknown
17,"So then I kept on with the convo and what pops out of my mouth? Well if it wasnt for dating Evan I may never have dated tubby. She was like wat? How do u figure... When I first met Tubbs I had told him I was a lesbian... when he saw that I was dating Evan, he made a point of mentioning it to me... and I sheepishly smiled as he told me it was ok, that when I dumped Evan he was gonna be next... Last thing I expected was for Kristen telling me about this guy with gorgeous blue eyes she wanted to date that had a friend that we could go on a double date with... I was like hmm ok... there he was... Out of the 4.6 billion+ people in the world I could have met, I can honestly say I met the one I wanted to spend the rest of my life with... he's influenced me in so many ways and changed my perspective on life... I was truly happy with him... and he kept me strong because when I was with him, he made all of our problems seem like nothing... that as long as we had each other everything else was just a bump on our very long and happy road...",Unknown
18,I woke up at 6:10 am. I sat there thinking about how much I didnt want to go to school and how much I wished to be switched to a different science class. Two minutes later I recieve a call from cousin. She tells me how much she dosent want to go to school because her new junior high sucks. We laugh together and then tell her I need another ten minutes of sleep sp we say goodbye and I will call you later. My cousin and I are that close. So I got up and went downstairs to take a shower.,Unknown
19,"We had a test in bio lecture today, and it was easier than I expected, so I'm kind of feeling like I don't really need to study for my lab practical that's in a little more than an hour. Unfortunately the practical is on different material, so I don't think this is a logical thought process. Carla and I went to see Othello at the VA Shakespeare Festival yesterday. We were both really excited about it, but were pretty disappointed. It was set in post-Apartheid South Africa, which is not an absolutely terrible idea for Othello but in this case it didn't work. It also didn't help that the chorus kept banging on drums and shit and I wanted to tell them to shut up and that Othello kept stumbling over his lines. We went outside during intermission weighing our feelings: Oh-dear-God-there's-still-an-hour-and-a-half-of-this vs. I-feel-bad-for-leaving. While we were debating, we ran into Lisa (Johanson) and Mikey (G-something, who works in the ticket office at Ferguson), and then Jordan (McArthur) turned up. They were like, ""Yeah... we don't know if we're going to stay... "" And then we were standing around talking about the things we didn't like and decided that VSF should have set their entire season (Othello, the taming of the shrew, and the complete history of America, abridged in South Africa). And then Jordan was like, ""Fuck it let's just go to the outlets"" to Lisa.",Unknown
20,"I didn't see this coming for a while longer yet - and even then more likely with the older of my two daughters. But hey, life comes at you fast apparently this morning I found myself in an argument with Emma - now 4 - about the length of the dress she wished to wear. I sat staunchly on the bed brandishing the dress in one hand and a pair of shorts in the other; the shorts to go under the dress to maintain a father's idea of proper dignity - the exact length of dignity being listed in the father's almanac of course. Emma stood in front of me on one foot and then the other - because she was stamping by this point - yelling ""I'm not going to show my undies!"" Before this point, the situation had already been complicated by my initial misunderstanding of her outburst. I thought she was afraid that she _would_ show her undies (ah, the wishful thinking of a naive father), hence my chivalrous move to grab a pair of shorts. Turns out, no, she was quite adamant she could take care of any ""undie showing"" all by herself thankyou very much.",Unknown
21,"Did anyone else watch the ch9 movie today, suddenly 30? I've seen it before, but I couldn't get anyone to go with me to the movies tonight so I watched it again. Firstly, it made me think about when I was 13 - I didn't do any of the things those 13yr olds did, although part of the reason may have been that I was never allowed to socialise outside of school or have friends over except for my birthday parties (which is probably why I like to have a party every yr... ). I never felt the need to wear mid-drift-revealing clothing or stuff tissues down my top (although I didnt really need the tissues, since those areas started growing on their own at 10yrs of age), nor did I ever dance to songs on the radio or video clips on TV (I didnt really know any songs back then). I don't know if I was really slow to grow up, or if I just missed something along the way. For most of my childhood I felt happy to be and stay a kid and never wished to be any older, to the extent that I sometimes dreaded getting older and wished I could always stay young. The second thing the movie made me think about just how old I really am - I'm 21, and what have I done with my life? contrary to the end of the previous paragraph, once nearing the end of high school I had accepted that I was going to grow up regardless of how much I didn't want to, and instead started looking forward to going to uni and starting the rest of my life. I always hated all that waiting that went on between not being a kid anymore and becoming a fully-grown fully-competent adult, and I thought that things would dramatically change once I hit uni. Then I thought things would change when I started dating. Then I thought it would be when I moved out of home (although I only moved into my grandma's house, which has similarities to a home, but it was still a big step). Now I'm wondering if life will ever change - I always thought that by 21 I would already be on the path to a career I had decided on, and I'd have a group of friends I regularly keep in contact with and go out with and be able to talk to when I need to, I'd be able to drive places (which would certainly help with the previous statement), I would have found someone to love that also loved me, I would have sorted out my emotional problems, live in my own place where I didnt have anyone to answer to when late home...",Unfulfilled
22,"This made me quite happy, now knowing that the people who were basically the first new friends I had made since moving to this side of the country now enjoy the same things as I. I had kept my greenage usage pretty quiet from them, as since they were getting a larger family and I figured that they would be moving on from that, as all I knew was what my parents did which was pretty much nothing. Yeah, I grew up sheltered . But ever since I started hanging out with them again, and have several times in the past few weeks, reality has started to hit. Hard. I realize now that while I was having fun the past few years toking up, I always thought that one day soon I'd have to put the pipe down and actually be an adult, as much as I wished to avoid that. But lately, expecially the way things are going at work, and how I've finally started to get things in order, it has come to my attention that I am an adult, no matter how much I don't really feel like one. The only real basis I have on being an adult is what I learned from my own parents, and maybe a little bit from other family or their friends (which was basically just like them), and I gotta tell ya, there lives seemed very, very boring. And I always knew that it was not what I wanted.",Unfulfilled
23,"The idea came when I was watching videos on youtube. However, I did not only want to show a clip of me playing the guitar. I had some ideas and had a basic picture of how my vlog should look in my head as well as some scribbles on paper. When I finally got the camera, I immediately wanted to start filming. And I did. I started to film something which I wanted to input into my computer to see how it looked. This was when the first problems occurred. Problem number one: connection.",Unknown
24,"Where do I start with this weekend? I enjoyed it, at least, because these problems are more my own. It's not a general family thing, no one's dead, it's just me having the bad day. And that seems like a nice break for everyone. We went to old Forge Friday, hung out, had a decent enough time, just her, me, and Nikki. We were chilling, waiting for Erika and Amanda, when Erika comes up with five guys becaue her boyfriend will wanted to come but didn't want to hang out with a bunch of girls. No problem, whatever, I can be friendly. Will was a nice enough guy, and Rocco was even mildly funny, but it became a very different beast. Three of the guys took off to get 'stuff', and we sort of sat around, chilled, talked, ordered a pizza, Dan was the delivery boy, we invited him in. He had a couple beers then left because he had to work in the morning. It's like as soon as Dan left sh*t started going down.",Fulfilled
25,"I became a Christian when I was twelve years of age. I remember distinctly of hearing a message on how much Christ loved me and that he died for my sins. I remember an overwhelming sense of God's love in my heart and realized that I wanted to accept him as my savior. There was a large man sitting at the end of the pew that I was sitting on. I thought, ""If that man would move out of my way, I'd go forward and accept him today."" I must have impressed the man because about that time he stepped out into the aisle and made my way clear. I made my way down front and told bro. Babb that I wanted to accept Christ.",Fulfilled
26,"I remember an overwhelming sense of God's love in my heart and realized that I wanted to accept him as my savior. There was a large man sitting at the end of the pew that I was sitting on. I thought, ""If that man would move out of my way, I'd go forward and accept him today."" I must have impressed the man because about that time he stepped out into the aisle and made my way clear. I made my way down front and told bro. Babb that I wanted to accept Christ. I have not always been what I ought to be for him but I have never doubted that he saved me. My surrendering my life for a closer walk with him came when I was twenty eight years of age. I almost had a nervous breakdown and felt so alone.",Fulfilled
27,"I never write in here anymore, what's wrong with me?? Well, I actually think I know why. A long time ago [see: High school (not that long ago)] I had my journal friends Only which means access was only permitted to those who not only had a livejournal account but were on my 'friends list.' which was fine because all my close friends in high school (and then some) had livejournal accounts. But then I came to college and started posting pictures and typing about my life and my college friends wanted to see but no one had livejournal. Then when I put the link in my info I realized it was a great way to stay in touch and keep people informed about my life, if they wanted to know. It was not a big deal and has never been A big deal because I'm extremely open about my life, feelings, thoughts, etc. But as I grow up and face different challenges and experience new things and thoughts, it's becoming annoying. I am envious of those on my friends list who write about everything because their journals are not public. And don't worry, I don't have any major secrets or shocking news only random things that are on my mind would be nice to ramble about on here.",Fulfilled
28,"1. Cinderella Lea Salonga is full of awesomeness. It's possible to wish for the impossible. I thought I won't be able to watch Cinderella because of the ridiculous prices (7k for friggin center orchestra seats?!), but the magical world is so good, the other seats were affordable enough. I still wanted to sit at the orchestra. Less expensive seats or never get to see Lea on stage? It was a deal, I chose the less expensive seats. We got good seats anyway. I was fidgety until the play started. My insides were soo excited, I kept on checking dad's watch to see if it was 8 pm.",Unfulfilled
29,"Okay, I confess, a crappy month at work and the cynic in me takes the wheel (and drives around bitching about the traffic). But today is a new month and I was thinking more about Randy Pausch and his list of childhood dreams (all but one accomplished) and my list which just pointed out that I'm a frustrated artist trapped in the corporate world. But there are things that I wanted to do as a child that I have accomplished, though not in the same straight-line way as Randy. For instance, I loved reading National Geographic and wanted to travel in the wilderness and live the outdoor life. I also wanted to be a psychologist. When I was 30, I spent a year doing wilderness expeditions with disruptive adolescents. It was one of the most amazing times of my life and a perfect combination of those two childhood dreams. We spent 3 weeks in the high-desert of South-central Idaho with each group of kids, teaching them how to live off the land, make fire without matches, navigate with topographical maps, and be self-sufficient, while leading them through a brief curriculum designed to stimulate their self-analysis.",Fulfilled
30,"Let's recount: Friday night, I can't remember what we did. Um. Oh, we went to check the street fair out. That was pretty freaking sweet. It was like a baby boatnik, or fish fry. Lots of carnival food I wanted to eat and awesome stands selling cool shit I want but can't afford. I got krysti and I some incense. And some agate slices. Because they were magical. Once I picked them up I could not put them down.",Fulfilled
31,"I said goodbye to one of my best friends ever, Amalina. She was really special to me, someone whom I thought would last with me all throughout JC. She was the only one who understood me so well, and I hid nothing from her. I still recall the times we had, especially during OBS. We cried like never before and it was just such a special moment for me. From that day onwards, I knew I never wanted to lose her. But I did. Soon after, the worst thing this year happened to me. But thankfully, it brought me Avril and Rachel.",Unfulfilled
32,Then we grabbed the bug and headed back to soldiers Field. The amount of activity going on there was incredible. There were red shirts as far as the eye could see. We wandered around the stadium for a couple hours waiting and waiting for the race to start. Cheryl was substantially calmer than I was. I wanted to get going and didn't have much patience. They started lining us up in the corral based on our anticipated pace time. Starting at sub 8 minute miles back to 12 minute miles.,Unknown
33,"Yesterday while checking out my banking situation (pay check cleared, money from Minneapolis didn't) I saw I could buy stamps. I was super pumped because I had realized the post office would be closed by the time I got there. I wanted to mail postcards to my neices. I needed 2 stamps... I read the screen but was super flustered and stuff and didn't really pay attention. I punched in 10 because that way I would have extra stamps. But since I'm an idiot and didn't read the screen I accidently bougt 10 sheets of stamps, so 180 stamps, or $73.80 in stamps. If I wasn't me I would probably be upset, but I deicded to just get pen pals and accept it happened.",Unknown
34,"Anyways, our first stop was up at the Google headquarters in Mountain View. I've heard stories about that place, but damn... none of them really did it justice. Right when we walked in (after we walked past the beach volleyball court), they had a projector showing all the things people were Googleing (Googling?) in real time. It was funny to see all the different things people were looking for -- you had your standard argument settling searches (how many home runs did willy Mays hit in 1965), then you had your super obscure searches (what is the national bird of Tansania), and even though the Google people told us that there were a bunch of filters on what shows up on the big board, I caught one search for ""milf's""... it's the internet, what're you gonna do? After a bunch of meetings at Google, we wedged ourselves back in the Corolla and headed over toward San ta Cruz. I'd never been there, and Adam heard there might be some surf, so we wanted to check it out. When we got there, it turned out to be flat as can be, but oh well. We checked out the surf museum in the lighthouse at Steamer Lane, which was pretty tight, then we drove over toward the original o'Neill surf Shop, which was also cool too see. We spent a couple hours there in Santa Cruz, and it was definitely a fun spot... if you get the chance to go there, you should. After we left Santa Cruz, we were planning on driving down through big Sur, but a ridiculous fog rolled in right as we were driving in that direction. I didn't want my first time in big Sur to be ruined by the weather, so we decided to just cruise back to the 101 and high tail it back to Santa Barbara.",Fulfilled
35,"My dad's back is so degenerated that he has to sleep in the recliner just to get some rest. My mom keeps falling and her arthritis has gotten so bad in her hips and back that she has trouble getting around. I am here (in Georgia) and they are there (in South Carolina) and there isn't much I can do from here. I came to Georgia to figure some thing out, to heal, to find my way, to find the missing part of me that I had misplaced a long time ago, and to change my life around. I wanted a fresh start. I wanted to get my life together for myself, my kids, and because I felt like I owed to myself and everyone I loved to do so. Having bipolar is difficult for the person who lives with it but I think it can be even more difficult for his/her loved ones. But after talking to my daughter, San, and then t yesterday, and my brother today. I know that going back to SC is the right thing to do. Home to me is where my heart is.",Unknown
36,"I woke up an hour later than I planned to this morning because, for some reason, either I spazzed or my alarm clock spazzed. Either way, I (fortunately) didn't have to be on campus until 11 for a class, but I rushed around anyway, which I hate doing, because I wanted to get there in time to get a space in the first lot. A little background for those of you not familiar with MSU: There are two (and only two) Good ways into MSU: National and grand. National is a nightmare at any time of day and a little out of my way, so I usually take Kansas expressway, one of the main bypasses around the city, to Grand. The lot I park in is on Grand. There are two lots, actually - one more or less across the street from the English building and one about a block down.",Unknown
37,"I'm home from Nashville. I was supposed to be home around midnight last night but American cancelled our flight (due to maintenance problems but we were all pretty suspicious about that)so I actually didn't get home until 110 this morning. They did book us into a pretty nice hotel and everything worked out in the end with rescheduling the shuttle from the airport but I had to cancel my hair appointment and I had to give up my plan of sleeping in this morning. Mostly I just really wanted to be home last night so I was grumpy. I'm still a little grumpy. But at least I didn't have to immediately get on another flight to little Rock which is what my boss had to do. It could have been worse. And since I was planning to take today off anyway but spent half the day traveling, I'm going to take tomorrow afternoon off too. Yay for that.",Unfulfilled
38,"Remember I was talking about Balvanz Academy? And how well things were going? I wanted to show YOU. This little girl of mine has made such progress in her reading, in her math, in her overall academics, I am soo proud of her. I was not nervous at all about homeschooling Adam. He's as smart as a whip, he just graps things easily and I knew he'd do well. It was Micaela that unnerved me. With her fragile x, it makes reading and math an adventure in patience.",Unknown
39,"Then mom came in to see the kitties and fell in love with her because she was a Maine Coon and mom's always wanted one. Oh my god she was so cute, and after talking with the woman (appropriately named kitty) and showing all the scones the cat, we ended up rechristening her Eleanor and... Mom adopted her! Look at that faace. We put her up in mom and Dad's giant bathroom and she's so curious and isn't freaked out by people at all. She's a total doll and she has a huge purr and I loves her stompy feets omgg kitty. Not that anything can top that, but after this, we got a ton of pizza and Chesh & I rented Dune because Smeg & Dessy are reading the novel and wanted to see it. Holy crap, it was also overblown and hilarious. I discovered that the Fatboy Slim song ""Weapon of choice"" rips off lines from this movie! Now the ""walk without rhythm and you won't attract the worm"" bit makes sense! Then we went to bed. Well, Smeg took Dessy home and I spent a while looking for kitten, who had vanished into thin air and I was worried about her.",Fulfilled
40,"I can't remember exactly when it happened. And I wouldn't say I woke up, rather something awoke inside of me. All my sensations magnified. I was no longer walking through the forest but examining the overwhelming textures of my path. I could feel each spongy step of moss between my toes and the springy earth under my feet. My energy was so strong in this new tactile realm and I wanted to feel more. I needed nourishment. I wanted to explore. I first noticed fruit at the apple tree. This shiny red apple drifted toward me and I snatched it without thinking. I bit into it with all of my hunger and passion and gnashed at its peel and tore at its flesh and relished in its perfect sweet crisp center.",Fulfilled
41,All my sensations magnified. I was no longer walking through the forest but examining the overwhelming textures of my path. I could feel each spongy step of moss between my toes and the springy earth under my feet. My energy was so strong in this new tactile realm and I wanted to feel more. I needed nourishment. I wanted to explore. I first noticed fruit at the apple tree. This shiny red apple drifted toward me and I snatched it without thinking. I bit into it with all of my hunger and passion and gnashed at its peel and tore at its flesh and relished in its perfect sweet crisp center.,Fulfilled
42,"Hi! Welcome to my new blog. I was a blog reading enthusiast and finally decided to start my own blog. I really enjoy good food and healthy living so I wanted to start my own food blog. I hope to show people that you can be busy and eat healthy. I also would love to share my daily activities on the blog as I make it through college. A few words to sum me up... runner, vegan, foodie, future-doctor. Alrighty! Let's get started!",Fulfilled
43,I just love this pic... Went to the library in the afternoon with Yong jie... I was doing up my portfolio... reading magazine on photgraphy... hmm... need to submit my portfolio before 31 July 2008... Selected the photgraph... And total I got 35 photos... I went to the photo shop to develop my photo... and I wanted to develop my photo using chemical... It will be nicer... And total came out to be $12.25...,Fulfilled
44,"Why am I getting a real urge to start quoting the Monty Python brother Maynard speech Tuesday. Awoke bright and early and headed to Leicester Square. I wanted to pick up a ticket to a show. I had a wait of about 30 mins for the half price ticket booth to open, then got a decent ticket to Spamalot in the palace Theatre. From there I went to Waterloo station and got the train to Hampton Court. I arrived around 11.45. Another day of glorious sunshine. Got my ticket to the palace and started exploring.",Fulfilled
45,"Anyway, I took some great shots of the troupe and, after the show, I took a few more pics. That's when I met Darrin. We didn't talk much and I took one scary photo of him. After snapping the shot, I looked at it. He asked, ""How do I look?"" I said, ""Menacing."" He said, ""Wonderful! I've always wanted to look menacing. The next day we added each other as friends and have been corresponding ever since. Darrin emailed me this morning saying that he's coming up to SF in October.",Unknown
46,"The longer you pull the fuller the sound becomes, as the chimes accumulate momentum and a rhythm, and doing so the chords become richer and thus the sound fuller. Finally a train approaches, drowning out the sound completely with its dissonance. Marisa and I were talking about religious curiosities that night on the platform while I pulled the chimes. We continued on the train. ""I was raised Catholic,"" she told. ""But when I went through high school I went through this phase when religion seemed important to me. I really wanted to believe and understand. Catholicism didn't make much sense to me, so I explored different religions and denominations.",Unknown
47,"Chuck and Lori roared into Walla today; I met them at the motel lobby and we wandered from place to place, looking for an open restaurant. Both sweet Basil pizzeria and the teriyaki-jip were closed, so we ended up at that old faithful, subway, on main Street. One of the sandwich-makers lit up when he saw Chuck and Lori in their biker gear; he'd just seen some sort of history Channel documentary about bikers, and was delighted to have two them in his shop. After we'd massacred our sandwiches, we adjourned to my hotel room, hung out, and talked a bit. Chuck and Lori were planning to visit some friends in town, so after an all-too-brief time, we said our goodbyes and they roared off. I'm watching ""Live free or Die Hard"" right now; I'd hoped to hit the public library today, but it's closed. Tomorrow, perhaps.",Unfulfilled
